farm_id,farmer_id,region,area_ha,lat,lon
FRM-0455,FAR-455,Embu,15.5,-0.8,37.2
FRM-0456,FAR-456,Kiambu,17.2,-0.72,37.26
FRM-0457,FAR-457,Machakos,18.9,-0.64,37.32
FRM-0458,FAR-458,Nakuru,20.6,-0.56,37.38
FRM-0459,FAR-459,Nairobi,22.3,-0.48,37.44
FRM-0460,FAR-460,Embu,24.0,-0.4,37.5
FRM-0461,FAR-461,Kiambu,25.7,-0.32,37.56
FRM-0462,FAR-462,Machakos,27.4,-0.24,37.62
FRM-0463,FAR-463,Nakuru,29.1,-0.16,37.68
FRM-0464,FAR-464,Nairobi,30.8,-0.08,37.74
FRM-0465,FAR-465,Embu,32.5,0.0,37.8
FRM-0466,FAR-466,Kiambu,34.2,0.08,37.86
FRM-0467,FAR-467,Machakos,35.9,0.16,37.92
FRM-0468,FAR-468,Nakuru,37.6,0.24,37.98
FRM-0469,FAR-469,Nairobi,39.3,0.32,38.04
FRM-0470,FAR-470,Embu,41.0,0.4,38.1
FRM-0471,FAR-471,Kiambu,42.7,0.48,38.16
FRM-0472,FAR-472,Machakos,44.4,0.56,38.22
FRM-0473,FAR-473,Nakuru,46.1,0.64,38.28
FRM-0474,FAR-474,Nairobi,12.8,0.72,38.34
FRM-0475,FAR-475,Embu,14.5,0.8,38.4
FRM-0476,FAR-476,Kiambu,16.2,0.88,38.46
FRM-0477,FAR-477,Machakos,17.9,0.96,38.52
FRM-0478,FAR-478,Nakuru,19.6,1.04,38.58
FRM-0479,FAR-479,Nairobi,21.3,1.12,38.64
FRM-0480,FAR-480,Embu,23.0,1.2,36.3
FRM-0481,FAR-481,Kiambu,24.7,1.28,36.36
FRM-0482,FAR-482,Machakos,26.4,1.36,36.42
FRM-0483,FAR-483,Nakuru,28.1,1.44,36.48
FRM-0484,FAR-484,Nairobi,29.8,1.52,36.54
FRM-0485,FAR-485,Embu,31.5,1.6,36.6
FRM-0486,FAR-486,Kiambu,33.2,1.68,36.66
FRM-0487,FAR-487,Machakos,34.9,1.76,36.72
FRM-0488,FAR-488,Nakuru,36.6,1.84,36.78
FRM-0489,FAR-489,Nairobi,38.3,1.92,36.84
FRM-0490,FAR-490,Embu,40.0,2.0,36.9
FRM-0491,FAR-491,Kiambu,41.7,2.08,36.96
FRM-0492,FAR-492,Machakos,43.4,2.16,37.02
FRM-0493,FAR-493,Nakuru,45.1,2.24,37.08
FRM-0494,FAR-494,Nairobi,46.8,2.32,37.14
FRM-0495,FAR-495,Embu,13.5,2.4,37.2
FRM-0496,FAR-496,Kiambu,15.2,2.48,37.26
FRM-0497,FAR-497,Machakos,16.9,2.56,37.32
FRM-0498,FAR-498,Nakuru,18.6,2.64,37.38
FRM-0499,FAR-499,Nairobi,20.3,2.72,37.44
FRM-0500,FAR-500,Embu,22.0,-1.2,37.5
FRM-0501,FAR-001,Kiambu,23.7,-1.12,37.56
FRM-0502,FAR-002,Machakos,25.4,-1.04,37.62
FRM-0503,FAR-003,Nakuru,27.1,-0.96,37.68
FRM-0504,FAR-004,Nairobi,28.8,-0.88,37.74
FRM-0505,FAR-005,Embu,30.5,-0.8,37.8
FRM-0506,FAR-006,Kiambu,32.2,-0.72,37.86
FRM-0507,FAR-007,Machakos,33.9,-0.64,37.92
FRM-0508,FAR-008,Nakuru,35.6,-0.56,37.98
FRM-0509,FAR-009,Nairobi,37.3,-0.48,38.04
FRM-0510,FAR-010,Embu,39.0,-0.4,38.1
FRM-0511,FAR-011,Kiambu,40.7,-0.32,38.16
FRM-0512,FAR-012,Machakos,42.4,-0.24,38.22
FRM-0513,FAR-013,Nakuru,44.1,-0.16,38.28
FRM-0514,FAR-014,Nairobi,45.8,-0.08,38.34
FRM-0515,FAR-015,Embu,12.5,0.0,38.4
FRM-0516,FAR-016,Kiambu,14.2,0.08,38.46
FRM-0517,FAR-017,Machakos,15.9,0.16,38.52
FRM-0518,FAR-018,Nakuru,17.6,0.24,38.58
FRM-0519,FAR-019,Nairobi,19.3,0.32,38.64
FRM-0520,FAR-020,Embu,21.0,0.4,36.3
FRM-0521,FAR-021,Kiambu,22.7,0.48,36.36
FRM-0522,FAR-022,Machakos,24.4,0.56,36.42
FRM-0523,FAR-023,Nakuru,26.1,0.64,36.48
FRM-0524,FAR-024,Nairobi,27.8,0.72,36.54
FRM-0525,FAR-025,Embu,29.5,0.8,36.6
FRM-0526,FAR-026,Kiambu,31.2,0.88,36.66
FRM-0527,FAR-027,Machakos,32.9,0.96,36.72
FRM-0528,FAR-028,Nakuru,34.6,1.04,36.78
FRM-0529,FAR-029,Nairobi,36.3,1.12,36.84
FRM-0530,FAR-030,Embu,38.0,1.2,36.9
FRM-0531,FAR-031,Kiambu,39.7,1.28,36.96
FRM-0532,FAR-032,Machakos,41.4,1.36,37.02
FRM-0533,FAR-033,Nakuru,43.1,1.44,37.08
FRM-0534,FAR-034,Nairobi,44.8,1.52,37.14
FRM-0535,FAR-035,Embu,46.5,1.6,37.2
FRM-0536,FAR-036,Kiambu,13.2,1.68,37.26
FRM-0537,FAR-037,Machakos,14.9,1.76,37.32
FRM-0538,FAR-038,Nakuru,16.6,1.84,37.38
FRM-0539,FAR-039,Nairobi,18.3,1.92,37.44
FRM-0540,FAR-040,Embu,20.0,2.0,37.5
FRM-0541,FAR-041,Kiambu,21.7,2.08,37.56
FRM-0542,FAR-042,Machakos,23.4,2.16,37.62
FRM-0543,FAR-043,Nakuru,25.1,2.24,37.68
FRM-0544,FAR-044,Nairobi,26.8,2.32,37.74
FRM-0545,FAR-045,Embu,28.5,2.4,37.8
FRM-0546,FAR-046,Kiambu,30.2,2.48,37.86
FRM-0547,FAR-047,Machakos,31.9,2.56,37.92
FRM-0548,FAR-048,Nakuru,33.6,2.64,37.98
FRM-0549,FAR-049,Nairobi,35.3,2.72,38.04
FRM-0550,FAR-050,Embu,37.0,-1.2,38.1
FRM-0551,FAR-051,Kiambu,38.7,-1.12,38.16
FRM-0552,FAR-052,Machakos,40.4,-1.04,38.22
FRM-0553,FAR-053,Nakuru,42.1,-0.96,38.28
FRM-0554,FAR-054,Nairobi,43.8,-0.88,38.34
FRM-0555,FAR-055,Embu,45.5,-0.8,38.4
FRM-0556,FAR-056,Kiambu,12.2,-0.72,38.46
FRM-0557,FAR-057,Machakos,13.9,-0.64,38.52
FRM-0558,FAR-058,Nakuru,15.6,-0.56,38.58
FRM-0559,FAR-059,Nairobi,17.3,-0.48,38.64
FRM-0560,FAR-060,Embu,19.0,-0.4,36.3
FRM-0561,FAR-061,Kiambu,20.7,-0.32,36.36
FRM-0562,FAR-062,Machakos,22.4,-0.24,36.42
FRM-0563,FAR-063,Nakuru,24.1,-0.16,36.48
FRM-0564,FAR-064,Nairobi,25.8,-0.08,36.54
FRM-0565,FAR-065,Embu,27.5,0.0,36.6
FRM-0566,FAR-066,Kiambu,29.2,0.08,36.66
FRM-0567,FAR-067,Machakos,30.9,0.16,36.72
FRM-0568,FAR-068,Nakuru,32.6,0.24,36.78
FRM-0569,FAR-069,Nairobi,34.3,0.32,36.84
FRM-0570,FAR-070,Embu,36.0,0.4,36.9
FRM-0571,FAR-071,Kiambu,37.7,0.48,36.96
FRM-0572,FAR-072,Machakos,39.4,0.56,37.02
FRM-0573,FAR-073,Nakuru,41.1,0.64,37.08
FRM-0574,FAR-074,Nairobi,42.8,0.72,37.14
FRM-0575,FAR-075,Embu,44.5,0.8,37.2
FRM-0576,FAR-076,Kiambu,46.2,0.88,37.26
FRM-0577,FAR-077,Machakos,12.9,0.96,37.32
FRM-0578,FAR-078,Nakuru,14.6,1.04,37.38
FRM-0579,FAR-079,Nairobi,16.3,1.12,37.44
FRM-0580,FAR-080,Embu,18.0,1.2,37.5
FRM-0581,FAR-081,Kiambu,19.7,1.28,37.56
FRM-0582,FAR-082,Machakos,21.4,1.36,37.62
FRM-0583,FAR-083,Nakuru,23.1,1.44,37.68
FRM-0584,FAR-084,Nairobi,24.8,1.52,37.74
FRM-0585,FAR-085,Embu,26.5,1.6,37.8
FRM-0586,FAR-086,Kiambu,28.2,1.68,37.86
FRM-0587,FAR-087,Machakos,29.9,1.76,37.92
FRM-0588,FAR-088,Nakuru,31.6,1.84,37.98
FRM-0589,FAR-089,Nairobi,33.3,1.92,38.04
FRM-0590,FAR-090,Embu,35.0,2.0,38.1
FRM-0591,FAR-091,Kiambu,36.7,2.08,38.16
FRM-0592,FAR-092,Machakos,38.4,2.16,38.22
FRM-0593,FAR-093,Nakuru,40.1,2.24,38.28
FRM-0594,FAR-094,Nairobi,41.8,2.32,38.34
FRM-0595,FAR-095,Embu,43.5,2.4,38.4
FRM-0596,FAR-096,Kiambu,45.2,2.48,38.46
FRM-0597,FAR-097,Machakos,46.9,2.56,38.52
FRM-0598,FAR-098,Nakuru,13.6,2.64,38.58
FRM-0599,FAR-099,Nairobi,15.3,2.72,38.64
FRM-0600,FAR-100,Embu,17.0,-1.2,36.3
FRM-0601,FAR-101,Kiambu,18.7,-1.12,36.36
FRM-0602,FAR-102,Machakos,20.4,-1.04,36.42
FRM-0603,FAR-103,Nakuru,22.1,-0.96,36.48
FRM-0604,FAR-104,Nairobi,23.8,-0.88,36.54
FRM-0605,FAR-105,Embu,25.5,-0.8,36.6
FRM-0606,FAR-106,Kiambu,27.2,-0.72,36.66
FRM-0607,FAR-107,Machakos,28.9,-0.64,36.72
FRM-0608,FAR-108,Nakuru,30.6,-0.56,36.78
FRM-0609,FAR-109,Nairobi,32.3,-0.48,36.84
FRM-0610,FAR-110,Embu,34.0,-0.4,36.9
FRM-0611,FAR-111,Kiambu,35.7,-0.32,36.96
FRM-0612,FAR-112,Machakos,37.4,-0.24,37.02
FRM-0613,FAR-113,Nakuru,39.1,-0.16,37.08
FRM-0614,FAR-114,Nairobi,40.8,-0.08,37.14
FRM-0615,FAR-115,Embu,42.5,0.0,37.2
FRM-0616,FAR-116,Kiambu,44.2,0.08,37.26
FRM-0617,FAR-117,Machakos,45.9,0.16,37.32
FRM-0618,FAR-118,Nakuru,12.6,0.24,37.38
FRM-0619,FAR-119,Nairobi,14.3,0.32,37.44
FRM-0620,FAR-120,Embu,16.0,0.4,37.5
FRM-0621,FAR-121,Kiambu,17.7,0.48,37.56
FRM-0622,FAR-122,Machakos,19.4,0.56,37.62
FRM-0623,FAR-123,Nakuru,21.1,0.64,37.68
FRM-0624,FAR-124,Nairobi,22.8,0.72,37.74
FRM-0625,FAR-125,Embu,24.5,0.8,37.8
FRM-0626,FAR-126,Kiambu,26.2,0.88,37.86
FRM-0627,FAR-127,Machakos,27.9,0.96,37.92
FRM-0628,FAR-128,Nakuru,29.6,1.04,37.98
FRM-0629,FAR-129,Nairobi,31.3,1.12,38.04
FRM-0630,FAR-130,Embu,33.0,1.2,38.1
FRM-0631,FAR-131,Kiambu,34.7,1.28,38.16
FRM-0632,FAR-132,Machakos,36.4,1.36,38.22
FRM-0633,FAR-133,Nakuru,38.1,1.44,38.28
FRM-0634,FAR-134,Nairobi,39.8,1.52,38.34
FRM-0635,FAR-135,Embu,41.5,1.6,38.4
FRM-0636,FAR-136,Kiambu,43.2,1.68,38.46
FRM-0637,FAR-137,Machakos,44.9,1.76,38.52
FRM-0638,FAR-138,Nakuru,46.6,1.84,38.58
FRM-0639,FAR-139,Nairobi,13.3,1.92,38.64
FRM-0640,FAR-140,Embu,15.0,2.0,36.3
FRM-0641,FAR-141,Kiambu,16.7,2.08,36.36
FRM-0642,FAR-142,Machakos,18.4,2.16,36.42
FRM-0643,FAR-143,Nakuru,20.1,2.24,36.48
FRM-0644,FAR-144,Nairobi,21.8,2.32,36.54
FRM-0645,FAR-145,Embu,23.5,2.4,36.6
FRM-0646,FAR-146,Kiambu,25.2,2.48,36.66
FRM-0647,FAR-147,Machakos,26.9,2.56,36.72
FRM-0648,FAR-148,Nakuru,28.6,2.64,36.78
FRM-0649,FAR-149,Nairobi,30.3,2.72,36.84
FRM-0650,FAR-150,Embu,32.0,-1.2,36.9
FRM-0651,FAR-151,Kiambu,33.7,-1.12,36.96
FRM-0652,FAR-152,Machakos,35.4,-1.04,37.02
FRM-0653,FAR-153,Nakuru,37.1,-0.96,37.08
FRM-0654,FAR-154,Nairobi,38.8,-0.88,37.14
FRM-0655,FAR-155,Embu,40.5,-0.8,37.2
FRM-0656,FAR-156,Kiambu,42.2,-0.72,37.26
FRM-0657,FAR-157,Machakos,43.9,-0.64,37.32
FRM-0658,FAR-158,Nakuru,45.6,-0.56,37.38
FRM-0659,FAR-159,Nairobi,12.3,-0.48,37.44
FRM-0660,FAR-160,Embu,14.0,-0.4,37.5
FRM-0661,FAR-161,Kiambu,15.7,-0.32,37.56
FRM-0662,FAR-162,Machakos,17.4,-0.24,37.62
FRM-0663,FAR-163,Nakuru,19.1,-0.16,37.68
FRM-0664,FAR-164,Nairobi,20.8,-0.08,37.74
FRM-0665,FAR-165,Embu,22.5,0.0,37.8
FRM-0666,FAR-166,Kiambu,24.2,0.08,37.86
FRM-0667,FAR-167,Machakos,25.9,0.16,37.92
FRM-0668,FAR-168,Nakuru,27.6,0.24,37.98
FRM-0669,FAR-169,Nairobi,29.3,0.32,38.04
FRM-0670,FAR-170,Embu,31.0,0.4,38.1
FRM-0671,FAR-171,Kiambu,32.7,0.48,38.16
FRM-0672,FAR-172,Machakos,34.4,0.56,38.22
FRM-0673,FAR-173,Nakuru,36.1,0.64,38.28
FRM-0674,FAR-174,Nairobi,37.8,0.72,38.34
FRM-0675,FAR-175,Embu,39.5,0.8,38.4
FRM-0676,FAR-176,Kiambu,41.2,0.88,38.46
FRM-0677,FAR-177,Machakos,42.9,0.96,38.52
FRM-0678,FAR-178,Nakuru,44.6,1.04,38.58
FRM-0679,FAR-179,Nairobi,46.3,1.12,38.64
FRM-0680,FAR-180,Embu,13.0,1.2,36.3
FRM-0681,FAR-181,Kiambu,14.7,1.28,36.36
FRM-0682,FAR-182,Machakos,16.4,1.36,36.42
FRM-0683,FAR-183,Nakuru,18.1,1.44,36.48
FRM-0684,FAR-184,Nairobi,19.8,1.52,36.54
FRM-0685,FAR-185,Embu,21.5,1.6,36.6
FRM-0686,FAR-186,Kiambu,23.2,1.68,36.66
FRM-0687,FAR-187,Machakos,24.9,1.76,36.72
FRM-0688,FAR-188,Nakuru,26.6,1.84,36.78
FRM-0689,FAR-189,Nairobi,28.3,1.92,36.84
FRM-0690,FAR-190,Embu,30.0,2.0,36.9
FRM-0691,FAR-191,Kiambu,31.7,2.08,36.96
FRM-0692,FAR-192,Machakos,33.4,2.16,37.02
FRM-0693,FAR-193,Nakuru,35.1,2.24,37.08
FRM-0694,FAR-194,Nairobi,36.8,2.32,37.14
FRM-0695,FAR-195,Embu,38.5,2.4,37.2
FRM-0696,FAR-196,Kiambu,40.2,2.48,37.26
FRM-0697,FAR-197,Machakos,41.9,2.56,37.32
FRM-0698,FAR-198,Nakuru,43.6,2.64,37.38
FRM-0699,FAR-199,Nairobi,45.3,2.72,37.44
FRM-0700,FAR-200,Embu,12.0,-1.2,37.5
FRM-0701,FAR-201,Kiambu,13.7,-1.12,37.56
FRM-0702,FAR-202,Machakos,15.4,-1.04,37.62
FRM-0703,FAR-203,Nakuru,17.1,-0.96,37.68
FRM-0704,FAR-204,Nairobi,18.8,-0.88,37.74
FRM-0705,FAR-205,Embu,20.5,-0.8,37.8
FRM-0706,FAR-206,Kiambu,22.2,-0.72,37.86
FRM-0707,FAR-207,Machakos,23.9,-0.64,37.92
FRM-0708,FAR-208,Nakuru,25.6,-0.56,37.98
FRM-0709,FAR-209,Nairobi,27.3,-0.48,38.04
FRM-0710,FAR-210,Embu,29.0,-0.4,38.1
FRM-0711,FAR-211,Kiambu,30.7,-0.32,38.16
FRM-0712,FAR-212,Machakos,32.4,-0.24,38.22
FRM-0713,FAR-213,Nakuru,34.1,-0.16,38.28
FRM-0714,FAR-214,Nairobi,35.8,-0.08,38.34
FRM-0715,FAR-215,Embu,37.5,0.0,38.4
FRM-0716,FAR-216,Kiambu,39.2,0.08,38.46
FRM-0717,FAR-217,Machakos,40.9,0.16,38.52
FRM-0718,FAR-218,Nakuru,42.6,0.24,38.58
FRM-0719,FAR-219,Nairobi,44.3,0.32,38.64
FRM-0720,FAR-220,Embu,46.0,0.4,36.3
FRM-0721,FAR-221,Kiambu,12.7,0.48,36.36
FRM-0722,FAR-222,Machakos,14.4,0.56,36.42
FRM-0723,FAR-223,Nakuru,16.1,0.64,36.48
FRM-0724,FAR-224,Nairobi,17.8,0.72,36.54
FRM-0725,FAR-225,Embu,19.5,0.8,36.6
FRM-0726,FAR-226,Kiambu,21.2,0.88,36.66
FRM-0727,FAR-227,Machakos,22.9,0.96,36.72
FRM-0728,FAR-228,Nakuru,24.6,1.04,36.78
FRM-0729,FAR-229,Nairobi,26.3,1.12,36.84
FRM-0730,FAR-230,Embu,28.0,1.2,36.9
FRM-0731,FAR-231,Kiambu,29.7,1.28,36.96
FRM-0732,FAR-232,Machakos,31.4,1.36,37.02
FRM-0733,FAR-233,Nakuru,33.1,1.44,37.08
FRM-0734,FAR-234,Nairobi,34.8,1.52,37.14
FRM-0735,FAR-235,Embu,36.5,1.6,37.2
FRM-0736,FAR-236,Kiambu,38.2,1.68,37.26
FRM-0737,FAR-237,Machakos,39.9,1.76,37.32
FRM-0738,FAR-238,Nakuru,41.6,1.84,37.38
FRM-0739,FAR-239,Nairobi,43.3,1.92,37.44
FRM-0740,FAR-240,Embu,45.0,2.0,37.5
FRM-0741,FAR-241,Kiambu,46.7,2.08,37.56
FRM-0742,FAR-242,Machakos,13.4,2.16,37.62
FRM-0743,FAR-243,Nakuru,15.1,2.24,37.68
FRM-0744,FAR-244,Nairobi,16.8,2.32,37.74
FRM-0745,FAR-245,Embu,18.5,2.4,37.8
FRM-0746,FAR-246,Kiambu,20.2,2.48,37.86
FRM-0747,FAR-247,Machakos,21.9,2.56,37.92
FRM-0748,FAR-248,Nakuru,23.6,2.64,37.98
FRM-0749,FAR-249,Nairobi,25.3,2.72,38.04
FRM-0750,FAR-250,Embu,27.0,-1.2,38.1
FRM-0751,FAR-251,Kiambu,28.7,-1.12,38.16
FRM-0752,FAR-252,Machakos,30.4,-1.04,38.22
FRM-0753,FAR-253,Nakuru,32.1,-0.96,38.28
FRM-0754,FAR-254,Nairobi,33.8,-0.88,38.34
FRM-0755,FAR-255,Embu,35.5,-0.8,38.4
FRM-0756,FAR-256,Kiambu,37.2,-0.72,38.46
FRM-0757,FAR-257,Machakos,38.9,-0.64,38.52
FRM-0758,FAR-258,Nakuru,40.6,-0.56,38.58
FRM-0759,FAR-259,Nairobi,42.3,-0.48,38.64
FRM-0760,FAR-260,Embu,44.0,-0.4,36.3
FRM-0761,FAR-261,Kiambu,45.7,-0.32,36.36
FRM-0762,FAR-262,Machakos,12.4,-0.24,36.42
FRM-0763,FAR-263,Nakuru,14.1,-0.16,36.48
FRM-0764,FAR-264,Nairobi,15.8,-0.08,36.54
FRM-0765,FAR-265,Embu,17.5,0.0,36.6
FRM-0766,FAR-266,Kiambu,19.2,0.08,36.66
FRM-0767,FAR-267,Machakos,20.9,0.16,36.72
FRM-0768,FAR-268,Nakuru,22.6,0.24,36.78
FRM-0769,FAR-269,Nairobi,24.3,0.32,36.84
FRM-0770,FAR-270,Embu,26.0,0.4,36.9
FRM-0771,FAR-271,Kiambu,27.7,0.48,36.96
FRM-0772,FAR-272,Machakos,29.4,0.56,37.02
FRM-0773,FAR-273,Nakuru,31.1,0.64,37.08
FRM-0774,FAR-274,Nairobi,32.8,0.72,37.14
FRM-0775,FAR-275,Embu,34.5,0.8,37.2
FRM-0776,FAR-276,Kiambu,36.2,0.88,37.26
FRM-0777,FAR-277,Machakos,37.9,0.96,37.32
FRM-0778,FAR-278,Nakuru,39.6,1.04,37.38
FRM-0779,FAR-279,Nairobi,41.3,1.12,37.44
FRM-0780,FAR-280,Embu,43.0,1.2,37.5
FRM-0781,FAR-281,Kiambu,44.7,1.28,37.56
FRM-0782,FAR-282,Machakos,46.4,1.36,37.62
FRM-0783,FAR-283,Nakuru,13.1,1.44,37.68
FRM-0784,FAR-284,Nairobi,14.8,1.52,37.74
FRM-0785,FAR-285,Embu,16.5,1.6,37.8
FRM-0786,FAR-286,Kiambu,18.2,1.68,37.86
FRM-0787,FAR-287,Machakos,19.9,1.76,37.92
FRM-0788,FAR-288,Nakuru,21.6,1.84,37.98
FRM-0789,FAR-289,Nairobi,23.3,1.92,38.04
FRM-0790,FAR-290,Embu,25.0,2.0,38.1
FRM-0791,FAR-291,Kiambu,26.7,2.08,38.16
FRM-0792,FAR-292,Machakos,28.4,2.16,38.22
FRM-0793,FAR-293,Nakuru,30.1,2.24,38.28
FRM-0794,FAR-294,Nairobi,31.8,2.32,38.34
FRM-0795,FAR-295,Embu,33.5,2.4,38.4
FRM-0796,FAR-296,Kiambu,35.2,2.48,38.46
FRM-0797,FAR-297,Machakos,36.9,2.56,38.52
FRM-0798,FAR-298,Nakuru,38.6,2.64,38.58
FRM-0799,FAR-299,Nairobi,40.3,2.72,38.64
FRM-0800,FAR-300,Embu,42.0,-1.2,36.3
FRM-0801,FAR-301,Kiambu,43.7,-1.12,36.36
FRM-0802,FAR-302,Machakos,45.4,-1.04,36.42
FRM-0803,FAR-303,Nakuru,12.1,-0.96,36.48
FRM-0804,FAR-304,Nairobi,13.8,-0.88,36.54
FRM-0805,FAR-305,Embu,15.5,-0.8,36.6
FRM-0806,FAR-306,Kiambu,17.2,-0.72,36.66
FRM-0807,FAR-307,Machakos,18.9,-0.64,36.72
FRM-0808,FAR-308,Nakuru,20.6,-0.56,36.78
FRM-0809,FAR-309,Nairobi,22.3,-0.48,36.84
FRM-0810,FAR-310,Embu,24.0,-0.4,36.9
FRM-0811,FAR-311,Kiambu,25.7,-0.32,36.96
FRM-0812,FAR-312,Machakos,27.4,-0.24,37.02
FRM-0813,FAR-313,Nakuru,29.1,-0.16,37.08
FRM-0814,FAR-314,Nairobi,30.8,-0.08,37.14
FRM-0815,FAR-315,Embu,32.5,0.0,37.2
FRM-0816,FAR-316,Kiambu,34.2,0.08,37.26
FRM-0817,FAR-317,Machakos,35.9,0.16,37.32
FRM-0818,FAR-318,Nakuru,37.6,0.24,37.38
FRM-0819,FAR-319,Nairobi,39.3,0.32,37.44
FRM-0820,FAR-320,Embu,41.0,0.4,37.5
FRM-0821,FAR-321,Kiambu,42.7,0.48,37.56
FRM-0822,FAR-322,Machakos,44.4,0.56,37.62
FRM-0823,FAR-323,Nakuru,46.1,0.64,37.68
FRM-0824,FAR-324,Nairobi,12.8,0.72,37.74
FRM-0825,FAR-325,Embu,14.5,0.8,37.8
FRM-0826,FAR-326,Kiambu,16.2,0.88,37.86
FRM-0827,FAR-327,Machakos,17.9,0.96,37.92
FRM-0828,FAR-328,Nakuru,19.6,1.04,37.98
FRM-0829,FAR-329,Nairobi,21.3,1.12,38.04
FRM-0830,FAR-330,Embu,23.0,1.2,38.1
FRM-0831,FAR-331,Kiambu,24.7,1.28,38.16
FRM-0832,FAR-332,Machakos,26.4,1.36,38.22
FRM-0833,FAR-333,Nakuru,28.1,1.44,38.28
FRM-0834,FAR-334,Nairobi,29.8,1.52,38.34
FRM-0835,FAR-335,Embu,31.5,1.6,38.4
FRM-0836,FAR-336,Kiambu,33.2,1.68,38.46
FRM-0837,FAR-337,Machakos,34.9,1.76,38.52
FRM-0838,FAR-338,Nakuru,36.6,1.84,38.58
FRM-0839,FAR-339,Nairobi,38.3,1.92,38.64
FRM-0840,FAR-340,Embu,40.0,2.0,36.3
FRM-0841,FAR-341,Kiambu,41.7,2.08,36.36
FRM-0842,FAR-342,Machakos,43.4,2.16,36.42
FRM-0843,FAR-343,Nakuru,45.1,2.24,36.48
FRM-0844,FAR-344,Nairobi,46.8,2.32,36.54
FRM-0845,FAR-345,Embu,13.5,2.4,36.6
FRM-0846,FAR-346,Kiambu,15.2,2.48,36.66
FRM-0847,FAR-347,Machakos,16.9,2.56,36.72
FRM-0848,FAR-348,Nakuru,18.6,2.64,36.78
FRM-0849,FAR-349,Nairobi,20.3,2.72,36.84
FRM-0850,FAR-350,Embu,22.0,-1.2,36.9
FRM-0851,FAR-351,Kiambu,23.7,-1.12,36.96
FRM-0852,FAR-352,Machakos,25.4,-1.04,37.02
FRM-0853,FAR-353,Nakuru,27.1,-0.96,37.08
FRM-0854,FAR-354,Nairobi,28.8,-0.88,37.14
FRM-0855,FAR-355,Embu,30.5,-0.8,37.2
FRM-0856,FAR-356,Kiambu,32.2,-0.72,37.26
FRM-0857,FAR-357,Machakos,33.9,-0.64,37.32
FRM-0858,FAR-358,Nakuru,35.6,-0.56,37.38
FRM-0859,FAR-359,Nairobi,37.3,-0.48,37.44
FRM-0860,FAR-360,Embu,39.0,-0.4,37.5
FRM-0861,FAR-361,Kiambu,40.7,-0.32,37.56
FRM-0862,FAR-362,Machakos,42.4,-0.24,37.62
FRM-0863,FAR-363,Nakuru,44.1,-0.16,37.68
FRM-0864,FAR-364,Nairobi,45.8,-0.08,37.74
FRM-0865,FAR-365,Embu,12.5,0.0,37.8
FRM-0866,FAR-366,Kiambu,14.2,0.08,37.86
FRM-0867,FAR-367,Machakos,15.9,0.16,37.92
FRM-0868,FAR-368,Nakuru,17.6,0.24,37.98
FRM-0869,FAR-369,Nairobi,19.3,0.32,38.04
FRM-0870,FAR-370,Embu,21.0,0.4,38.1
FRM-0871,FAR-371,Kiambu,22.7,0.48,38.16
FRM-0872,FAR-372,Machakos,24.4,0.56,38.22
FRM-0873,FAR-373,Nakuru,26.1,0.64,38.28
FRM-0874,FAR-374,Nairobi,27.8,0.72,38.34
FRM-0875,FAR-375,Embu,29.5,0.8,38.4
FRM-0876,FAR-376,Kiambu,31.2,0.88,38.46
FRM-0877,FAR-377,Machakos,32.9,0.96,38.52
FRM-0878,FAR-378,Nakuru,34.6,1.04,38.58
FRM-0879,FAR-379,Nairobi,36.3,1.12,38.64
FRM-0880,FAR-380,Embu,38.0,1.2,36.3
FRM-0881,FAR-381,Kiambu,39.7,1.28,36.36
FRM-0882,FAR-382,Machakos,41.4,1.36,36.42
FRM-0883,FAR-383,Nakuru,43.1,1.44,36.48
FRM-0884,FAR-384,Nairobi,44.8,1.52,36.54
FRM-0885,FAR-385,Embu,46.5,1.6,36.6
FRM-0886,FAR-386,Kiambu,13.2,1.68,36.66
FRM-0887,FAR-387,Machakos,14.9,1.76,36.72
FRM-0888,FAR-388,Nakuru,16.6,1.84,36.78
FRM-0889,FAR-389,Nairobi,18.3,1.92,36.84
FRM-0890,FAR-390,Embu,20.0,2.0,36.9
FRM-0891,FAR-391,Kiambu,21.7,2.08,36.96
FRM-0892,FAR-392,Machakos,23.4,2.16,37.02
FRM-0893,FAR-393,Nakuru,25.1,2.24,37.08
FRM-0894,FAR-394,Nairobi,26.8,2.32,37.14
FRM-0895,FAR-395,Embu,28.5,2.4,37.2
FRM-0896,FAR-396,Kiambu,30.2,2.48,37.26
FRM-0897,FAR-397,Machakos,31.9,2.56,37.32
FRM-0898,FAR-398,Nakuru,33.6,2.64,37.38
FRM-0899,FAR-399,Nairobi,35.3,2.72,37.44
FRM-0900,FAR-400,Embu,37.0,-1.2,37.5
FRM-0901,FAR-401,Kiambu,38.7,-1.12,37.56
FRM-0902,FAR-402,Machakos,40.4,-1.04,37.62
FRM-0903,FAR-403,Nakuru,42.1,-0.96,37.68
FRM-0904,FAR-404,Nairobi,43.8,-0.88,37.74
FRM-0905,FAR-405,Embu,45.5,-0.8,37.8
FRM-0906,FAR-406,Kiambu,12.2,-0.72,37.86
FRM-0907,FAR-407,Machakos,13.9,-0.64,37.92
FRM-0908,FAR-408,Nakuru,15.6,-0.56,37.98
FRM-0909,FAR-409,Nairobi,17.3,-0.48,38.04
