booking_id,farmer_id,tractor_id,region,status,crop_operation,amount,requested_at
BKG-01385,FAR-385,TR-085,Kiambu,pending,Land preparation,19500,2026-10-18T00:00:00
BKG-01386,FAR-386,TR-086,Machakos,completed,Planting,19800,2026-10-19T00:00:00
BKG-01387,FAR-387,TR-087,Nakuru,completed,Weeding,20100,2026-10-20T00:00:00
BKG-01388,FAR-388,TR-088,Nairobi,completed,Harvesting,20400,2026-10-21T00:00:00
BKG-01389,FAR-389,TR-089,Embu,completed,Soil management,20700,2026-10-22T00:00:00
BKG-01390,FAR-390,TR-090,Kiambu,pending,Land preparation,21000,2026-10-23T00:00:00
BKG-01391,FAR-391,TR-091,Machakos,completed,Planting,21300,2026-10-24T00:00:00
BKG-01392,FAR-392,TR-092,Nakuru,completed,Weeding,21600,2026-10-25T00:00:00
BKG-01393,FAR-393,TR-093,Nairobi,completed,Harvesting,21900,2026-10-26T00:00:00
BKG-01394,FAR-394,TR-094,Embu,completed,Soil management,22200,2026-10-27T00:00:00
BKG-01395,FAR-395,TR-095,Kiambu,pending,Land preparation,22500,2026-10-28T00:00:00
BKG-01396,FAR-396,TR-096,Machakos,completed,Planting,22800,2026-10-29T00:00:00
BKG-01397,FAR-397,TR-097,Nakuru,completed,Weeding,23100,2026-10-30T00:00:00
BKG-01398,FAR-398,TR-098,Nairobi,completed,Harvesting,23400,2026-10-31T00:00:00
BKG-01399,FAR-399,TR-099,Embu,completed,Soil management,23700,2026-11-01T00:00:00
BKG-01400,FAR-400,TR-100,Kiambu,pending,Land preparation,12000,2026-11-02T00:00:00
BKG-01401,FAR-401,TR-001,Machakos,completed,Planting,12300,2026-11-03T00:00:00
BKG-01402,FAR-402,TR-002,Nakuru,completed,Weeding,12600,2026-11-04T00:00:00
BKG-01403,FAR-403,TR-003,Nairobi,completed,Harvesting,12900,2026-11-05T00:00:00
BKG-01404,FAR-404,TR-004,Embu,completed,Soil management,13200,2026-11-06T00:00:00
BKG-01405,FAR-405,TR-005,Kiambu,pending,Land preparation,13500,2026-11-07T00:00:00
BKG-01406,FAR-406,TR-006,Machakos,completed,Planting,13800,2026-11-08T00:00:00
BKG-01407,FAR-407,TR-007,Nakuru,completed,Weeding,14100,2026-11-09T00:00:00
BKG-01408,FAR-408,TR-008,Nairobi,completed,Harvesting,14400,2026-11-10T00:00:00
BKG-01409,FAR-409,TR-009,Embu,completed,Soil management,14700,2026-11-11T00:00:00
BKG-01410,FAR-410,TR-010,Kiambu,pending,Land preparation,15000,2026-11-12T00:00:00
BKG-01411,FAR-411,TR-011,Machakos,completed,Planting,15300,2026-11-13T00:00:00
BKG-01412,FAR-412,TR-012,Nakuru,completed,Weeding,15600,2026-11-14T00:00:00
BKG-01413,FAR-413,TR-013,Nairobi,completed,Harvesting,15900,2026-11-15T00:00:00
BKG-01414,FAR-414,TR-014,Embu,completed,Soil management,16200,2026-11-16T00:00:00
BKG-01415,FAR-415,TR-015,Kiambu,pending,Land preparation,16500,2026-11-17T00:00:00
BKG-01416,FAR-416,TR-016,Machakos,completed,Planting,16800,2026-11-18T00:00:00
BKG-01417,FAR-417,TR-017,Nakuru,completed,Weeding,17100,2026-11-19T00:00:00
BKG-01418,FAR-418,TR-018,Nairobi,completed,Harvesting,17400,2026-11-20T00:00:00
BKG-01419,FAR-419,TR-019,Embu,completed,Soil management,17700,2026-11-21T00:00:00
BKG-01420,FAR-420,TR-020,Kiambu,pending,Land preparation,18000,2026-11-22T00:00:00
BKG-01421,FAR-421,TR-021,Machakos,completed,Planting,18300,2026-11-23T00:00:00
BKG-01422,FAR-422,TR-022,Nakuru,completed,Weeding,18600,2026-11-24T00:00:00
BKG-01423,FAR-423,TR-023,Nairobi,completed,Harvesting,18900,2026-11-25T00:00:00
BKG-01424,FAR-424,TR-024,Embu,completed,Soil management,19200,2026-11-26T00:00:00
BKG-01425,FAR-425,TR-025,Kiambu,pending,Land preparation,19500,2026-11-27T00:00:00
BKG-01426,FAR-426,TR-026,Machakos,completed,Planting,19800,2026-11-28T00:00:00
BKG-01427,FAR-427,TR-027,Nakuru,completed,Weeding,20100,2026-11-29T00:00:00
BKG-01428,FAR-428,TR-028,Nairobi,completed,Harvesting,20400,2026-11-30T00:00:00
BKG-01429,FAR-429,TR-029,Embu,completed,Soil management,20700,2026-12-01T00:00:00
BKG-01430,FAR-430,TR-030,Kiambu,pending,Land preparation,21000,2026-12-02T00:00:00
BKG-01431,FAR-431,TR-031,Machakos,completed,Planting,21300,2026-12-03T00:00:00
BKG-01432,FAR-432,TR-032,Nakuru,completed,Weeding,21600,2026-12-04T00:00:00
BKG-01433,FAR-433,TR-033,Nairobi,completed,Harvesting,21900,2026-12-05T00:00:00
BKG-01434,FAR-434,TR-034,Embu,completed,Soil management,22200,2026-12-06T00:00:00
BKG-01435,FAR-435,TR-035,Kiambu,pending,Land preparation,22500,2026-12-07T00:00:00
BKG-01436,FAR-436,TR-036,Machakos,completed,Planting,22800,2026-12-08T00:00:00
BKG-01437,FAR-437,TR-037,Nakuru,completed,Weeding,23100,2026-12-09T00:00:00
BKG-01438,FAR-438,TR-038,Nairobi,completed,Harvesting,23400,2026-12-10T00:00:00
BKG-01439,FAR-439,TR-039,Embu,completed,Soil management,23700,2026-12-11T00:00:00
BKG-01440,FAR-440,TR-040,Kiambu,pending,Land preparation,12000,2026-12-12T00:00:00
BKG-01441,FAR-441,TR-041,Machakos,completed,Planting,12300,2026-12-13T00:00:00
BKG-01442,FAR-442,TR-042,Nakuru,completed,Weeding,12600,2026-12-14T00:00:00
BKG-01443,FAR-443,TR-043,Nairobi,completed,Harvesting,12900,2026-12-15T00:00:00
BKG-01444,FAR-444,TR-044,Embu,completed,Soil management,13200,2026-12-16T00:00:00
BKG-01445,FAR-445,TR-045,Kiambu,pending,Land preparation,13500,2026-12-17T00:00:00
BKG-01446,FAR-446,TR-046,Machakos,completed,Planting,13800,2026-12-18T00:00:00
BKG-01447,FAR-447,TR-047,Nakuru,completed,Weeding,14100,2026-12-19T00:00:00
BKG-01448,FAR-448,TR-048,Nairobi,completed,Harvesting,14400,2026-12-20T00:00:00
BKG-01449,FAR-449,TR-049,Embu,completed,Soil management,14700,2026-12-21T00:00:00
BKG-01450,FAR-450,TR-050,Kiambu,pending,Land preparation,15000,2026-12-22T00:00:00
BKG-01451,FAR-451,TR-051,Machakos,completed,Planting,15300,2026-12-23T00:00:00
BKG-01452,FAR-452,TR-052,Nakuru,completed,Weeding,15600,2026-12-24T00:00:00
BKG-01453,FAR-453,TR-053,Nairobi,completed,Harvesting,15900,2026-12-25T00:00:00
BKG-01454,FAR-454,TR-054,Embu,completed,Soil management,16200,2026-12-26T00:00:00
BKG-01455,FAR-455,TR-055,Kiambu,pending,Land preparation,16500,2026-12-27T00:00:00
BKG-01456,FAR-456,TR-056,Machakos,completed,Planting,16800,2026-12-28T00:00:00
BKG-01457,FAR-457,TR-057,Nakuru,completed,Weeding,17100,2026-12-29T00:00:00
BKG-01458,FAR-458,TR-058,Nairobi,completed,Harvesting,17400,2026-12-30T00:00:00
BKG-01459,FAR-459,TR-059,Embu,completed,Soil management,17700,2026-12-31T00:00:00
BKG-01460,FAR-460,TR-060,Kiambu,pending,Land preparation,18000,2026-01-01T00:00:00
BKG-01461,FAR-461,TR-061,Machakos,completed,Planting,18300,2026-01-02T00:00:00
BKG-01462,FAR-462,TR-062,Nakuru,completed,Weeding,18600,2026-01-03T00:00:00
BKG-01463,FAR-463,TR-063,Nairobi,completed,Harvesting,18900,2026-01-04T00:00:00
BKG-01464,FAR-464,TR-064,Embu,completed,Soil management,19200,2026-01-05T00:00:00
BKG-01465,FAR-465,TR-065,Kiambu,pending,Land preparation,19500,2026-01-06T00:00:00
BKG-01466,FAR-466,TR-066,Machakos,completed,Planting,19800,2026-01-07T00:00:00
BKG-01467,FAR-467,TR-067,Nakuru,completed,Weeding,20100,2026-01-08T00:00:00
BKG-01468,FAR-468,TR-068,Nairobi,completed,Harvesting,20400,2026-01-09T00:00:00
BKG-01469,FAR-469,TR-069,Embu,completed,Soil management,20700,2026-01-10T00:00:00
BKG-01470,FAR-470,TR-070,Kiambu,pending,Land preparation,21000,2026-01-11T00:00:00
BKG-01471,FAR-471,TR-071,Machakos,completed,Planting,21300,2026-01-12T00:00:00
BKG-01472,FAR-472,TR-072,Nakuru,completed,Weeding,21600,2026-01-13T00:00:00
BKG-01473,FAR-473,TR-073,Nairobi,completed,Harvesting,21900,2026-01-14T00:00:00
BKG-01474,FAR-474,TR-074,Embu,completed,Soil management,22200,2026-01-15T00:00:00
BKG-01475,FAR-475,TR-075,Kiambu,pending,Land preparation,22500,2026-01-16T00:00:00
BKG-01476,FAR-476,TR-076,Machakos,completed,Planting,22800,2026-01-17T00:00:00
BKG-01477,FAR-477,TR-077,Nakuru,completed,Weeding,23100,2026-01-18T00:00:00
BKG-01478,FAR-478,TR-078,Nairobi,completed,Harvesting,23400,2026-01-19T00:00:00
BKG-01479,FAR-479,TR-079,Embu,completed,Soil management,23700,2026-01-20T00:00:00
BKG-01480,FAR-480,TR-080,Kiambu,pending,Land preparation,12000,2026-01-21T00:00:00
BKG-01481,FAR-481,TR-081,Machakos,completed,Planting,12300,2026-01-22T00:00:00
BKG-01482,FAR-482,TR-082,Nakuru,completed,Weeding,12600,2026-01-23T00:00:00
BKG-01483,FAR-483,TR-083,Nairobi,completed,Harvesting,12900,2026-01-24T00:00:00
BKG-01484,FAR-484,TR-084,Embu,completed,Soil management,13200,2026-01-25T00:00:00
BKG-01485,FAR-485,TR-085,Kiambu,pending,Land preparation,13500,2026-01-26T00:00:00
BKG-01486,FAR-486,TR-086,Machakos,completed,Planting,13800,2026-01-27T00:00:00
BKG-01487,FAR-487,TR-087,Nakuru,completed,Weeding,14100,2026-01-28T00:00:00
BKG-01488,FAR-488,TR-088,Nairobi,completed,Harvesting,14400,2026-01-29T00:00:00
BKG-01489,FAR-489,TR-089,Embu,completed,Soil management,14700,2026-01-30T00:00:00
BKG-01490,FAR-490,TR-090,Kiambu,pending,Land preparation,15000,2026-01-31T00:00:00
BKG-01491,FAR-491,TR-091,Machakos,completed,Planting,15300,2026-02-01T00:00:00
BKG-01492,FAR-492,TR-092,Nakuru,completed,Weeding,15600,2026-02-02T00:00:00
BKG-01493,FAR-493,TR-093,Nairobi,completed,Harvesting,15900,2026-02-03T00:00:00
BKG-01494,FAR-494,TR-094,Embu,completed,Soil management,16200,2026-02-04T00:00:00
BKG-01495,FAR-495,TR-095,Kiambu,pending,Land preparation,16500,2026-02-05T00:00:00
BKG-01496,FAR-496,TR-096,Machakos,completed,Planting,16800,2026-02-06T00:00:00
BKG-01497,FAR-497,TR-097,Nakuru,completed,Weeding,17100,2026-02-07T00:00:00
BKG-01498,FAR-498,TR-098,Nairobi,completed,Harvesting,17400,2026-02-08T00:00:00
BKG-01499,FAR-499,TR-099,Embu,completed,Soil management,17700,2026-02-09T00:00:00
BKG-01500,FAR-500,TR-100,Kiambu,pending,Land preparation,18000,2026-02-10T00:00:00
BKG-01501,FAR-001,TR-001,Machakos,completed,Planting,18300,2026-02-11T00:00:00
BKG-01502,FAR-002,TR-002,Nakuru,completed,Weeding,18600,2026-02-12T00:00:00
BKG-01503,FAR-003,TR-003,Nairobi,completed,Harvesting,18900,2026-02-13T00:00:00
BKG-01504,FAR-004,TR-004,Embu,completed,Soil management,19200,2026-02-14T00:00:00
BKG-01505,FAR-005,TR-005,Kiambu,pending,Land preparation,19500,2026-02-15T00:00:00
BKG-01506,FAR-006,TR-006,Machakos,completed,Planting,19800,2026-02-16T00:00:00
BKG-01507,FAR-007,TR-007,Nakuru,completed,Weeding,20100,2026-02-17T00:00:00
BKG-01508,FAR-008,TR-008,Nairobi,completed,Harvesting,20400,2026-02-18T00:00:00
BKG-01509,FAR-009,TR-009,Embu,completed,Soil management,20700,2026-02-19T00:00:00
BKG-01510,FAR-010,TR-010,Kiambu,pending,Land preparation,21000,2026-02-20T00:00:00
BKG-01511,FAR-011,TR-011,Machakos,completed,Planting,21300,2026-02-21T00:00:00
BKG-01512,FAR-012,TR-012,Nakuru,completed,Weeding,21600,2026-02-22T00:00:00
BKG-01513,FAR-013,TR-013,Nairobi,completed,Harvesting,21900,2026-02-23T00:00:00
BKG-01514,FAR-014,TR-014,Embu,completed,Soil management,22200,2026-02-24T00:00:00
BKG-01515,FAR-015,TR-015,Kiambu,pending,Land preparation,22500,2026-02-25T00:00:00
BKG-01516,FAR-016,TR-016,Machakos,completed,Planting,22800,2026-02-26T00:00:00
BKG-01517,FAR-017,TR-017,Nakuru,completed,Weeding,23100,2026-02-27T00:00:00
BKG-01518,FAR-018,TR-018,Nairobi,completed,Harvesting,23400,2026-02-28T00:00:00
BKG-01519,FAR-019,TR-019,Embu,completed,Soil management,23700,2026-03-01T00:00:00
BKG-01520,FAR-020,TR-020,Kiambu,pending,Land preparation,12000,2026-03-02T00:00:00
BKG-01521,FAR-021,TR-021,Machakos,completed,Planting,12300,2026-03-03T00:00:00
BKG-01522,FAR-022,TR-022,Nakuru,completed,Weeding,12600,2026-03-04T00:00:00
BKG-01523,FAR-023,TR-023,Nairobi,completed,Harvesting,12900,2026-03-05T00:00:00
BKG-01524,FAR-024,TR-024,Embu,completed,Soil management,13200,2026-03-06T00:00:00
BKG-01525,FAR-025,TR-025,Kiambu,pending,Land preparation,13500,2026-03-07T00:00:00
BKG-01526,FAR-026,TR-026,Machakos,completed,Planting,13800,2026-03-08T00:00:00
BKG-01527,FAR-027,TR-027,Nakuru,completed,Weeding,14100,2026-03-09T00:00:00
BKG-01528,FAR-028,TR-028,Nairobi,completed,Harvesting,14400,2026-03-10T00:00:00
BKG-01529,FAR-029,TR-029,Embu,completed,Soil management,14700,2026-03-11T00:00:00
BKG-01530,FAR-030,TR-030,Kiambu,pending,Land preparation,15000,2026-03-12T00:00:00
BKG-01531,FAR-031,TR-031,Machakos,completed,Planting,15300,2026-03-13T00:00:00
BKG-01532,FAR-032,TR-032,Nakuru,completed,Weeding,15600,2026-03-14T00:00:00
BKG-01533,FAR-033,TR-033,Nairobi,completed,Harvesting,15900,2026-03-15T00:00:00
BKG-01534,FAR-034,TR-034,Embu,completed,Soil management,16200,2026-03-16T00:00:00
BKG-01535,FAR-035,TR-035,Kiambu,pending,Land preparation,16500,2026-03-17T00:00:00
BKG-01536,FAR-036,TR-036,Machakos,completed,Planting,16800,2026-03-18T00:00:00
BKG-01537,FAR-037,TR-037,Nakuru,completed,Weeding,17100,2026-03-19T00:00:00
BKG-01538,FAR-038,TR-038,Nairobi,completed,Harvesting,17400,2026-03-20T00:00:00
BKG-01539,FAR-039,TR-039,Embu,completed,Soil management,17700,2026-03-21T00:00:00
BKG-01540,FAR-040,TR-040,Kiambu,pending,Land preparation,18000,2026-03-22T00:00:00
BKG-01541,FAR-041,TR-041,Machakos,completed,Planting,18300,2026-03-23T00:00:00
BKG-01542,FAR-042,TR-042,Nakuru,completed,Weeding,18600,2026-03-24T00:00:00
BKG-01543,FAR-043,TR-043,Nairobi,completed,Harvesting,18900,2026-03-25T00:00:00
BKG-01544,FAR-044,TR-044,Embu,completed,Soil management,19200,2026-03-26T00:00:00
BKG-01545,FAR-045,TR-045,Kiambu,pending,Land preparation,19500,2026-03-27T00:00:00
BKG-01546,FAR-046,TR-046,Machakos,completed,Planting,19800,2026-03-28T00:00:00
BKG-01547,FAR-047,TR-047,Nakuru,completed,Weeding,20100,2026-03-29T00:00:00
BKG-01548,FAR-048,TR-048,Nairobi,completed,Harvesting,20400,2026-03-30T00:00:00
BKG-01549,FAR-049,TR-049,Embu,completed,Soil management,20700,2026-03-31T00:00:00
BKG-01550,FAR-050,TR-050,Kiambu,pending,Land preparation,21000,2026-04-01T00:00:00
BKG-01551,FAR-051,TR-051,Machakos,completed,Planting,21300,2026-04-02T00:00:00
BKG-01552,FAR-052,TR-052,Nakuru,completed,Weeding,21600,2026-04-03T00:00:00
BKG-01553,FAR-053,TR-053,Nairobi,completed,Harvesting,21900,2026-04-04T00:00:00
BKG-01554,FAR-054,TR-054,Embu,completed,Soil management,22200,2026-04-05T00:00:00
BKG-01555,FAR-055,TR-055,Kiambu,pending,Land preparation,22500,2026-04-06T00:00:00
BKG-01556,FAR-056,TR-056,Machakos,completed,Planting,22800,2026-04-07T00:00:00
BKG-01557,FAR-057,TR-057,Nakuru,completed,Weeding,23100,2026-04-08T00:00:00
BKG-01558,FAR-058,TR-058,Nairobi,completed,Harvesting,23400,2026-04-09T00:00:00
BKG-01559,FAR-059,TR-059,Embu,completed,Soil management,23700,2026-04-10T00:00:00
BKG-01560,FAR-060,TR-060,Kiambu,pending,Land preparation,12000,2026-04-11T00:00:00
BKG-01561,FAR-061,TR-061,Machakos,completed,Planting,12300,2026-04-12T00:00:00
BKG-01562,FAR-062,TR-062,Nakuru,completed,Weeding,12600,2026-04-13T00:00:00
BKG-01563,FAR-063,TR-063,Nairobi,completed,Harvesting,12900,2026-04-14T00:00:00
BKG-01564,FAR-064,TR-064,Embu,completed,Soil management,13200,2026-04-15T00:00:00
BKG-01565,FAR-065,TR-065,Kiambu,pending,Land preparation,13500,2026-04-16T00:00:00
BKG-01566,FAR-066,TR-066,Machakos,completed,Planting,13800,2026-04-17T00:00:00
BKG-01567,FAR-067,TR-067,Nakuru,completed,Weeding,14100,2026-04-18T00:00:00
BKG-01568,FAR-068,TR-068,Nairobi,completed,Harvesting,14400,2026-04-19T00:00:00
BKG-01569,FAR-069,TR-069,Embu,completed,Soil management,14700,2026-04-20T00:00:00
BKG-01570,FAR-070,TR-070,Kiambu,pending,Land preparation,15000,2026-04-21T00:00:00
BKG-01571,FAR-071,TR-071,Machakos,completed,Planting,15300,2026-04-22T00:00:00
BKG-01572,FAR-072,TR-072,Nakuru,completed,Weeding,15600,2026-04-23T00:00:00
BKG-01573,FAR-073,TR-073,Nairobi,completed,Harvesting,15900,2026-04-24T00:00:00
BKG-01574,FAR-074,TR-074,Embu,completed,Soil management,16200,2026-04-25T00:00:00
BKG-01575,FAR-075,TR-075,Kiambu,pending,Land preparation,16500,2026-04-26T00:00:00
BKG-01576,FAR-076,TR-076,Machakos,completed,Planting,16800,2026-04-27T00:00:00
BKG-01577,FAR-077,TR-077,Nakuru,completed,Weeding,17100,2026-04-28T00:00:00
BKG-01578,FAR-078,TR-078,Nairobi,completed,Harvesting,17400,2026-04-29T00:00:00
BKG-01579,FAR-079,TR-079,Embu,completed,Soil management,17700,2026-04-30T00:00:00
BKG-01580,FAR-080,TR-080,Kiambu,pending,Land preparation,18000,2026-05-01T00:00:00
BKG-01581,FAR-081,TR-081,Machakos,completed,Planting,18300,2026-05-02T00:00:00
BKG-01582,FAR-082,TR-082,Nakuru,completed,Weeding,18600,2026-05-03T00:00:00
BKG-01583,FAR-083,TR-083,Nairobi,completed,Harvesting,18900,2026-05-04T00:00:00
BKG-01584,FAR-084,TR-084,Embu,completed,Soil management,19200,2026-05-05T00:00:00
BKG-01585,FAR-085,TR-085,Kiambu,pending,Land preparation,19500,2026-05-06T00:00:00
BKG-01586,FAR-086,TR-086,Machakos,completed,Planting,19800,2026-05-07T00:00:00
BKG-01587,FAR-087,TR-087,Nakuru,completed,Weeding,20100,2026-05-08T00:00:00
BKG-01588,FAR-088,TR-088,Nairobi,completed,Harvesting,20400,2026-05-09T00:00:00
BKG-01589,FAR-089,TR-089,Embu,completed,Soil management,20700,2026-05-10T00:00:00
BKG-01590,FAR-090,TR-090,Kiambu,pending,Land preparation,21000,2026-05-11T00:00:00
BKG-01591,FAR-091,TR-091,Machakos,completed,Planting,21300,2026-05-12T00:00:00
BKG-01592,FAR-092,TR-092,Nakuru,completed,Weeding,21600,2026-05-13T00:00:00
BKG-01593,FAR-093,TR-093,Nairobi,completed,Harvesting,21900,2026-05-14T00:00:00
BKG-01594,FAR-094,TR-094,Embu,completed,Soil management,22200,2026-05-15T00:00:00
BKG-01595,FAR-095,TR-095,Kiambu,pending,Land preparation,22500,2026-05-16T00:00:00
BKG-01596,FAR-096,TR-096,Machakos,completed,Planting,22800,2026-05-17T00:00:00
BKG-01597,FAR-097,TR-097,Nakuru,completed,Weeding,23100,2026-05-18T00:00:00
BKG-01598,FAR-098,TR-098,Nairobi,completed,Harvesting,23400,2026-05-19T00:00:00
BKG-01599,FAR-099,TR-099,Embu,completed,Soil management,23700,2026-05-20T00:00:00
BKG-01600,FAR-100,TR-100,Kiambu,pending,Land preparation,12000,2026-05-21T00:00:00
BKG-01601,FAR-101,TR-001,Machakos,completed,Planting,12300,2026-05-22T00:00:00
BKG-01602,FAR-102,TR-002,Nakuru,completed,Weeding,12600,2026-05-23T00:00:00
BKG-01603,FAR-103,TR-003,Nairobi,completed,Harvesting,12900,2026-05-24T00:00:00
BKG-01604,FAR-104,TR-004,Embu,completed,Soil management,13200,2026-05-25T00:00:00
BKG-01605,FAR-105,TR-005,Kiambu,pending,Land preparation,13500,2026-05-26T00:00:00
BKG-01606,FAR-106,TR-006,Machakos,completed,Planting,13800,2026-05-27T00:00:00
BKG-01607,FAR-107,TR-007,Nakuru,completed,Weeding,14100,2026-05-28T00:00:00
BKG-01608,FAR-108,TR-008,Nairobi,completed,Harvesting,14400,2026-05-29T00:00:00
BKG-01609,FAR-109,TR-009,Embu,completed,Soil management,14700,2026-05-30T00:00:00
BKG-01610,FAR-110,TR-010,Kiambu,pending,Land preparation,15000,2026-05-31T00:00:00
BKG-01611,FAR-111,TR-011,Machakos,completed,Planting,15300,2026-06-01T00:00:00
BKG-01612,FAR-112,TR-012,Nakuru,completed,Weeding,15600,2026-06-02T00:00:00
BKG-01613,FAR-113,TR-013,Nairobi,completed,Harvesting,15900,2026-06-03T00:00:00
BKG-01614,FAR-114,TR-014,Embu,completed,Soil management,16200,2026-06-04T00:00:00
BKG-01615,FAR-115,TR-015,Kiambu,pending,Land preparation,16500,2026-06-05T00:00:00
BKG-01616,FAR-116,TR-016,Machakos,completed,Planting,16800,2026-06-06T00:00:00
BKG-01617,FAR-117,TR-017,Nakuru,completed,Weeding,17100,2026-06-07T00:00:00
BKG-01618,FAR-118,TR-018,Nairobi,completed,Harvesting,17400,2026-06-08T00:00:00
BKG-01619,FAR-119,TR-019,Embu,completed,Soil management,17700,2026-06-09T00:00:00
BKG-01620,FAR-120,TR-020,Kiambu,pending,Land preparation,18000,2026-06-10T00:00:00
BKG-01621,FAR-121,TR-021,Machakos,completed,Planting,18300,2026-06-11T00:00:00
BKG-01622,FAR-122,TR-022,Nakuru,completed,Weeding,18600,2026-06-12T00:00:00
BKG-01623,FAR-123,TR-023,Nairobi,completed,Harvesting,18900,2026-06-13T00:00:00
BKG-01624,FAR-124,TR-024,Embu,completed,Soil management,19200,2026-06-14T00:00:00
BKG-01625,FAR-125,TR-025,Kiambu,pending,Land preparation,19500,2026-06-15T00:00:00
BKG-01626,FAR-126,TR-026,Machakos,completed,Planting,19800,2026-06-16T00:00:00
BKG-01627,FAR-127,TR-027,Nakuru,completed,Weeding,20100,2026-06-17T00:00:00
BKG-01628,FAR-128,TR-028,Nairobi,completed,Harvesting,20400,2026-06-18T00:00:00
BKG-01629,FAR-129,TR-029,Embu,completed,Soil management,20700,2026-06-19T00:00:00
BKG-01630,FAR-130,TR-030,Kiambu,pending,Land preparation,21000,2026-06-20T00:00:00
BKG-01631,FAR-131,TR-031,Machakos,completed,Planting,21300,2026-06-21T00:00:00
BKG-01632,FAR-132,TR-032,Nakuru,completed,Weeding,21600,2026-06-22T00:00:00
BKG-01633,FAR-133,TR-033,Nairobi,completed,Harvesting,21900,2026-06-23T00:00:00
BKG-01634,FAR-134,TR-034,Embu,completed,Soil management,22200,2026-06-24T00:00:00
BKG-01635,FAR-135,TR-035,Kiambu,pending,Land preparation,22500,2026-06-25T00:00:00
BKG-01636,FAR-136,TR-036,Machakos,completed,Planting,22800,2026-06-26T00:00:00
BKG-01637,FAR-137,TR-037,Nakuru,completed,Weeding,23100,2026-06-27T00:00:00
BKG-01638,FAR-138,TR-038,Nairobi,completed,Harvesting,23400,2026-06-28T00:00:00
BKG-01639,FAR-139,TR-039,Embu,completed,Soil management,23700,2026-06-29T00:00:00
BKG-01640,FAR-140,TR-040,Kiambu,pending,Land preparation,12000,2026-06-30T00:00:00
BKG-01641,FAR-141,TR-041,Machakos,completed,Planting,12300,2026-07-01T00:00:00
BKG-01642,FAR-142,TR-042,Nakuru,completed,Weeding,12600,2026-07-02T00:00:00
BKG-01643,FAR-143,TR-043,Nairobi,completed,Harvesting,12900,2026-07-03T00:00:00
BKG-01644,FAR-144,TR-044,Embu,completed,Soil management,13200,2026-07-04T00:00:00
BKG-01645,FAR-145,TR-045,Kiambu,pending,Land preparation,13500,2026-07-05T00:00:00
BKG-01646,FAR-146,TR-046,Machakos,completed,Planting,13800,2026-07-06T00:00:00
BKG-01647,FAR-147,TR-047,Nakuru,completed,Weeding,14100,2026-07-07T00:00:00
BKG-01648,FAR-148,TR-048,Nairobi,completed,Harvesting,14400,2026-07-08T00:00:00
BKG-01649,FAR-149,TR-049,Embu,completed,Soil management,14700,2026-07-09T00:00:00
BKG-01650,FAR-150,TR-050,Kiambu,pending,Land preparation,15000,2026-07-10T00:00:00
BKG-01651,FAR-151,TR-051,Machakos,completed,Planting,15300,2026-07-11T00:00:00
BKG-01652,FAR-152,TR-052,Nakuru,completed,Weeding,15600,2026-07-12T00:00:00
BKG-01653,FAR-153,TR-053,Nairobi,completed,Harvesting,15900,2026-07-13T00:00:00
BKG-01654,FAR-154,TR-054,Embu,completed,Soil management,16200,2026-07-14T00:00:00
BKG-01655,FAR-155,TR-055,Kiambu,pending,Land preparation,16500,2026-07-15T00:00:00
BKG-01656,FAR-156,TR-056,Machakos,completed,Planting,16800,2026-07-16T00:00:00
BKG-01657,FAR-157,TR-057,Nakuru,completed,Weeding,17100,2026-07-17T00:00:00
BKG-01658,FAR-158,TR-058,Nairobi,completed,Harvesting,17400,2026-07-18T00:00:00
BKG-01659,FAR-159,TR-059,Embu,completed,Soil management,17700,2026-07-19T00:00:00
BKG-01660,FAR-160,TR-060,Kiambu,pending,Land preparation,18000,2026-07-20T00:00:00
BKG-01661,FAR-161,TR-061,Machakos,completed,Planting,18300,2026-07-21T00:00:00
BKG-01662,FAR-162,TR-062,Nakuru,completed,Weeding,18600,2026-07-22T00:00:00
BKG-01663,FAR-163,TR-063,Nairobi,completed,Harvesting,18900,2026-07-23T00:00:00
BKG-01664,FAR-164,TR-064,Embu,completed,Soil management,19200,2026-07-24T00:00:00
BKG-01665,FAR-165,TR-065,Kiambu,pending,Land preparation,19500,2026-07-25T00:00:00
BKG-01666,FAR-166,TR-066,Machakos,completed,Planting,19800,2026-07-26T00:00:00
BKG-01667,FAR-167,TR-067,Nakuru,completed,Weeding,20100,2026-07-27T00:00:00
BKG-01668,FAR-168,TR-068,Nairobi,completed,Harvesting,20400,2026-07-28T00:00:00
BKG-01669,FAR-169,TR-069,Embu,completed,Soil management,20700,2026-07-29T00:00:00
BKG-01670,FAR-170,TR-070,Kiambu,pending,Land preparation,21000,2026-07-30T00:00:00
BKG-01671,FAR-171,TR-071,Machakos,completed,Planting,21300,2026-07-31T00:00:00
BKG-01672,FAR-172,TR-072,Nakuru,completed,Weeding,21600,2026-08-01T00:00:00
BKG-01673,FAR-173,TR-073,Nairobi,completed,Harvesting,21900,2026-08-02T00:00:00
BKG-01674,FAR-174,TR-074,Embu,completed,Soil management,22200,2026-08-03T00:00:00
BKG-01675,FAR-175,TR-075,Kiambu,pending,Land preparation,22500,2026-08-04T00:00:00
BKG-01676,FAR-176,TR-076,Machakos,completed,Planting,22800,2026-08-05T00:00:00
BKG-01677,FAR-177,TR-077,Nakuru,completed,Weeding,23100,2026-08-06T00:00:00
